"","b_yrav","B_yrvar","B_yrstab","S_yrav","Spie_yrav","sN_yrav","Nind_yrav","b_shrimp_yrav","b_shrimp_yrstab","b_flounder_yrav","b_flounder_yrstab","B_yrsd","S_yrsd","Spie_yrsd","sN_yrsd","Nind_yrsd","b_shrimp_yrsd","b_flounder_yrsd","tempS_yr","tempB_yr","salB_yr","salS_yr","tempS_yrsd","tempB_yrsd","salB_yrsd","salS_yrsd","ID"
"1246",1109.79069355556,0.0884039956372922,11.3117059109279,52.0995555555556,5.45383200668565,15.5952025686516,13520.7024444444,9.04619733333333,1.4672857522613,4.59634644444444,0.946653454369103,329.97195194424,7.03224589144733,1.0818564096535,1.60085666607364,4163.63168725886,7.46807562182329,4.72408000157004,22.2229544444444,21.9656182222222,34.5654238666667,33.2040247111111,0.663078985479692,0.837239856176499,0.387116177916114,0.673240880350169,"1246"
"1294",1220.05743788889,0.442377435416463,2.26051312734471,54.5763333333333,6.41068311796239,16.7116729444364,12374.9693333333,7.04456633333333,4.19806356997579,4.684578,2.00671199157914,811.478018707046,8.08379964806155,1.64185132915817,2.21733822121393,8408.00688421894,3.43818908740953,3.30695245939135,22.55022,22.0893473333333,34.8640204222222,34.3263771777778,0.83492624130638,0.817417499889745,0.437952620708182,0.783845566044423,"1294"
"1340",908.163992888889,0.416297964677496,2.40212560437257,53.2793333333333,5.46118576774583,16.0433801261381,15193.3611111111,21.014375,6.4505207074287,3.66847577777778,4.90225605506835,585.95791187994,5.52309587097671,1.01253567859474,1.54920885907217,7920.04216017335,8.27406810045174,1.65686704544645,22.6246382222222,22.0256677777778,35.1833242444444,34.9228748222222,0.629993741989112,0.706422957826573,0.39622935620544,0.43966391108338,"1340"
"1486",1193.43813188889,0.114907828592134,8.70262724700422,51.5376666666667,4.66190084003197,14.2151747660981,16711.6981111111,15.547314,1.35768516752461,4.01228388888889,3.05558351935316,404.55234129613,5.30552469130057,1.20609665349397,1.34226099259832,5506.604515677,13.34307211107,2.29532704814344,22.7222506111111,22.0841999259259,35.2781671833333,34.4824130351852,0.74094860818623,0.704982523277504,0.32806256726812,0.793064989963132,"1486"
"1532",469.145368444444,0.0598828499406681,16.699272011783,49.2283333333333,5.43323503959689,16.0000102215405,7190.71788888889,4.45844788888889,1.48239839213443,0.958007777777778,5.79020059332158,114.804434510298,3.83236085853094,1.25418872440486,1.88999099049748,2212.78282691041,3.66185570744471,0.398127548999933,22.6647135555556,22.1801035555556,34.6865502444444,34.3721465777778,1.26205750873198,1.2805421868001,0.473086100685455,0.644728242195558,"1532"
"1534",1052.88162811111,0.0842459907400228,11.8700010673022,51.2631111111111,4.23710266773724,14.7562526657744,14346.7363333333,12.6482408888889,2.41211916222827,2.38973311111111,4.10961596432416,305.600576149559,5.41271196916214,0.686126768489441,1.46532177044741,3841.1179134489,8.14386843272272,1.178823489513,23.1405221666667,22.443760962963,34.6505014592593,34.02398725,0.215551537566425,0.296875824187474,0.408463225253309,0.583729688318405,"1534"
"1536",887.739572222222,0.195274211911192,5.12100389607403,49.7781111111111,4.27551016638287,14.2807564656868,11124.3232222222,8.90494288888889,1.10303038306494,2.891899,2.91947789443153,392.290712641644,5.24975152851172,0.825086224575365,1.08689714418727,5173.3243474652,8.47885875931619,1.69250720235809,22.7949511111111,22.2622602777778,35.1904523944444,34.6969198333333,0.636368436652158,0.54475359096379,0.333576803285645,0.461125738879914,"1536"
"1582",424.729166555556,0.167594299441365,5.96679005988423,48.8912222222222,5.88066195767305,16.638456511746,5013.75255555556,2.32976755555556,0.703789458834417,0.950371777777778,4.97210898653848,173.87682712077,6.88598109890264,1.45930557799475,2.86096926787816,2531.11955918562,2.77709805362014,0.426209583926376,23.0070863333333,22.3601941666667,34.7694585277778,34.4619625555556,0.560832855310297,0.584686647330538,0.514032976336625,0.617885320659746,"1582"
"1586",404.583820555556,0.0934100590191421,10.7054851533182,43.3684444444444,5.52264595427998,16.0937477474663,3904.29255555556,1.59630044444444,1.84334876483535,1.88736333333333,4.69752406706295,123.653192757388,3.04764347944076,0.888417246548785,1.46740383029596,1633.07279194278,1.1757388759189,0.870805185738894,23.0657843333333,22.6980495925926,34.9143180814815,34.68163945,0.679359576148375,0.846509704007183,0.45841543422267,0.538782306496096,"1586"
"1630",529.697242333333,0.635305202285529,1.57404661004266,48.849,5.29761759945469,16.031838672129,4822.38411111111,0.447405555555556,0.916729635202029,0.87717,4.07059426950995,422.200669615262,5.52703670604783,0.961654737874736,1.22225621104906,1436.31486721179,0.467283812960365,0.434765287173436,22.7906222222222,22.2929753333333,34.826677,34.6603068,0.963526760373806,1.03213169070085,0.455353402044202,0.49817053185354,"1630"
"1680",527.482460555556,0.217097656570587,4.60622199150667,51.2521111111111,5.67415614407472,17.4112337886094,6019.28844444444,7.45180288888889,1.56211585255605,1.334932,3.80850103204416,245.773803868808,4.3786266524004,1.1111034019743,1.815276180647,4105.30147008801,5.96217526956899,0.684040955505407,22.5611668888889,22.1361082222222,34.7010173555556,34.0311093555556,0.539524136106172,0.527909683861211,0.434685118881597,0.697198508480186,"1680"
"1730",181.119625777778,0.42439204085933,2.35631186196412,41.9904444444444,5.59610618016361,16.8362304736578,2767.46377777778,4.98749888888889,1.11293845039874,0.858977555555556,2.02519113359019,117.99106670552,3.9223584139874,1.34221605806665,2.49824361528872,1749.42924657285,4.72767091554233,0.603599411275829,23.1900608888889,22.7682066666667,34.7889107555556,33.7201767111111,0.548053431264791,0.565194681508947,0.381063686910519,1.28528804964719,"1730"
"1777",385.266996777778,0.139087483229623,7.18971956915111,49.7031111111111,6.17566985231106,17.6862820086372,6583.38355555556,20.2122023333333,2.19768601291483,1.53024655555556,4.45821205889438,143.683147124027,4.1035411367636,1.56096079137576,1.99043295850556,2463.299584988,13.6342362484364,0.724738027245899,23.8763537777778,23.4029597777778,34.2562223111111,33.8448978,0.633984556748384,0.630098143218534,0.606420765884332,0.777704303779297,"1777"
"1778",285.518970888889,0.182857499938883,5.46873932069634,47.4518888888889,6.63988921955311,18.024716455368,4191.16155555556,10.9235805555556,1.24051249508483,1.388033,5.75811004370744,122.093166809945,3.83191536455479,1.51071170060518,1.63214638504878,1905.78826185565,9.80763837317549,0.578441989563344,23.4480946666667,22.9871188888889,34.3367177777778,33.9420376888889,0.601418448526481,0.645408290682813,0.510898028262366,0.611768600789294,"1778"
"1826",367.663405333333,0.665800902582272,1.50195050220202,46.3447777777778,6.25431059960253,17.5059881030579,5211.55644444444,10.529058,2.14192556678888,1.53028733333333,3.17167290034902,300.00092593135,1.77555736163168,1.92698019903785,2.29027278145225,2522.73800987786,7.19427990362302,0.859268295204559,23.6762997222222,23.3240881111111,34.0984387555556,33.4751849388889,1.14984535803492,1.16324603513814,0.427449051420421,0.480747409563238,"1826"
"1875",430.623016333333,0.650775866195765,1.536627358119,47.645,6.62737724563868,17.5507822009409,6968.75677777778,29.2659322222222,2.94995381155836,1.86505355555556,3.76723472171717,347.386516855,4.10947593982493,1.44630481163886,2.53493941719049,4730.57464854271,17.0394179027382,0.960903924439524,23.2933111666667,22.9778297222222,33.7349408222222,33.30832265,0.66642736155488,0.642743371432327,0.49599731854191,0.554628447665505,"1875"
"1923",260.043949777778,0.185894218369913,5.37940345196797,44.5476666666667,6.80009232523136,18.2298091155704,3897.26844444444,12.116933,3.21759175756337,2.07285322222222,1.68665413594573,112.11912381865,3.60757823892982,1.67213464041134,1.44704816772711,1365.65098815868,6.75502928447527,1.59608322516573,23.7816751481481,23.4513140925926,33.9150456518519,33.5100525574074,0.982417829471095,0.954619839781737,0.691590854155051,0.797189144999078,"1923"
"1924",245.964636111111,0.328851913194807,3.04088241508151,42.1803333333333,6.1425953806637,16.8209771047927,4291.58455555556,5.77061655555556,1.45888558869349,0.939171,6.95850947256937,141.049924086336,4.54314596397694,2.15908089408593,2.88180379931212,2534.58359143628,4.77761995802429,0.356029973904586,23.7389557777778,23.5343616111111,34.0384477555556,33.7149942833333,1.13488687557018,1.10962978057925,0.675050499389532,0.809958960713794,"1924"
"1972",442.410091888889,0.440714635221095,2.26904196067445,45.7453333333333,5.92199164825307,17.2007625459452,5800.10733333333,8.12801766666667,1.26442954318519,2.525053,1.82973876604516,293.699874913519,3.63231606554276,1.70822422776235,2.73256239797971,3850.50413666571,7.22831918416154,1.86670612953492,23.4662193333333,23.2220802222222,33.5669183777778,32.6521881111111,0.989449275501782,0.979159890409857,0.649958871844284,1.27157908301533,"1972"
"1973",122.024867333333,0.578464050079723,1.72871589835562,38.2908888888889,4.16760552247393,14.6289011982708,2414.41033333333,0.641220666666667,0.978564797376752,0.978736,2.05973729201353,92.808238775112,6.29211298858429,1.12491122056231,2.5736238079572,1404.61433709791,0.64820550800267,0.681961169484927,23.52638,23.1489142222222,34.0491035555556,33.6569529777778,0.453807950756704,0.473640033260962,0.700331982722372,0.789405175215671,"1973"
"2021",319.793693111111,0.339152409975326,2.94852688817028,46.2287777777778,6.93661942430083,17.174401527393,6360.95644444444,15.210333,6.01206883535233,1.16796877777778,2.93103123096804,186.237592205171,5.40428813022071,1.92516242387489,2.29669297219323,3212.11316576514,6.20335663802457,0.682214601390167,23.8689861666667,23.4636061111111,33.6473083277778,32.7180057277778,0.487894579487464,0.420934574935478,0.600269950564185,0.806467748788142,"2021"
"2022",220.922166111111,0.142142353731469,7.03520079517728,46.3071111111111,6.692527991904,18.4790859216431,2909.81488888889,1.81635455555556,0.138216290292795,0.605252111111111,4.94981899073722,83.2915691782523,7.28718516377285,2.37311732031566,3.06330417653647,1418.2228493097,4.88563492216401,0.272045567440201,23.780923,23.4406186666667,33.7366325277778,32.45195765,0.71551235250099,0.525344264927295,0.671379392768896,0.965592566271287,"2022"
"2120",246.213989555556,0.327425428876707,3.05413053418204,41.9923333333333,5.55375496826138,16.5867563172402,3523.17511111111,5.601293,0.927593754090232,0.778380555555556,3.86968161810513,140.886353254102,5.27817442398411,1.30506148151093,2.27032896771865,2556.49042899081,5.81579892825343,0.39568934985229,24.3096550555556,23.9255053333333,33.5233994944444,33.0117406944444,0.437459448559266,0.41972342637861,0.636263820831279,0.629372862443382,"2120"
"2169",347.558170333333,0.539698522085711,1.85288630425634,48.8756666666667,7.05720812944507,18.3731700404641,4987.01644444444,14.6262191111111,6.41240607300755,0.721116222222222,2.96775149848186,255.330747505414,4.45519519774387,1.89033535161832,2.75896111533608,2234.59201373109,5.77592528575893,0.418592554309014,24.5863105,24.0470288888889,33.6608031,31.7564886388889,0.550038061124864,0.578823067985469,0.581590690349862,1.23876796215301,"2169"
"2170",184.700374777778,0.308693197934609,3.23946237458666,43.6257777777778,6.44722798666217,18.4845487215782,2780.86133333333,9.07647577777778,1.98144894344159,0.644357777777778,2.59515160289268,102.619833722129,4.45550041459368,1.41350357935851,1.91408552641355,1574.65821511241,6.44801159685575,0.399986845118617,24.191116,23.8129302222222,33.6843037555556,32.5678376222222,0.548518412875994,0.575973556101705,0.690547347407517,0.838154476783179,"2170"
"2219",193.187383444444,0.162040433360382,6.17129921996675,46.3587777777778,6.04103838345704,17.1473939423045,5474.553,9.62405344444444,5.79373196867788,0.535746888888889,2.4320356368876,77.7661248744457,3.10924274453515,2.0138996662537,2.87483754746512,3588.52638634743,3.99833175486155,0.343537926895796,24.4672011111111,24.1084318888889,33.7681923,33.0528016611111,0.241917057451745,0.355631307461268,0.493577282762315,0.792618557561676,"2219"
"2269",221.518927,0.208935607227795,4.7861636092968,45.0308888888889,5.66447561199118,16.5475751142706,4598.87677777778,13.5444432222222,3.37284960981876,0.746238333333333,2.36848753232153,101.255137769876,4.78751314474552,1.63803437303347,2.56124002269508,2876.1861084788,7.37501093257627,0.484888632643363,24.5514634444444,24.2273385,34.1930962555556,33.7981916555556,0.429626328194953,0.445482192681986,0.4117625672692,0.626508953529471,"2269"
"2318",280.494571222222,0.0969178138503963,10.3180206019052,46.3337777777778,5.82879211157252,15.7519646811302,7600.07288888889,21.3864281111111,4.06995002290569,1.04308177777778,3.39211579555676,87.3225209127645,3.05802598818984,1.3566132172017,1.51373276783199,2793.81758614147,10.6009239289169,0.566347547139514,24.3895727222222,23.8555354444444,34.3443552444444,34.0066710944444,0.646872321077115,0.605096463331077,0.550022036903756,0.686814605225561,"2318"
"2319",193.596293444444,0.341005348955706,2.93250532011418,45.6282222222222,5.70608023136311,16.0581991669131,5122.69766666667,15.3325068888889,2.0955104317733,0.634281888888889,1.11674023593983,113.051839636509,6.19473314150371,2.29075250242917,3.41480863970399,3430.71968055283,10.5917630103418,0.600214148891761,24.8528385,24.3445193333333,34.6424031111111,34.3147330833333,0.4736889230608,0.460195250467669,0.492791524008774,0.620461947942143,"2319"
"2419",1061.48974544444,0.191481076213449,5.22244819057354,51.7668888888889,5.32963625301448,15.1302954645055,18545.9356666667,37.4834608888889,1.34154425594702,1.33559711111111,2.20819549746934,464.492528771582,6.86241053574552,1.29052255384072,2.17936915104222,7850.36807636771,32.3621361675912,0.898786852682053,24.6556333888889,24.1510611111111,34.8319051388889,34.2512637722222,0.39625951115634,0.425361549624682,0.399331451166751,0.514486496879061,"2419"
"2519",588.830578666667,0.131169077922518,7.62374803450784,50.4187777777778,6.45999199367097,16.4720297515114,13468.7078888889,30.1753111111111,2.26869225322588,1.14481622222222,1.93398673262741,213.258371327772,6.82446459031362,2.25769323787274,2.6638309923616,9511.73845448891,20.0338289940418,0.823206952370997,24.5820757777778,24.0449246666667,35.1200079777778,34.8593426222222,0.711871838887762,0.823236167015273,0.392115911611736,0.543064265755447,"2519"
"2569",490.170580666667,0.257925571122522,3.87708747003209,49.5636666666667,5.16045996564852,14.7748621434288,11420.3016666667,19.2772607777778,0.577089355546156,0.986287888888889,2.18230395577009,248.939860820098,6.14830137111056,0.847994137873218,1.47151518004242,6261.9663826827,25.3760365129851,0.667645736958502,24.5562046666667,23.9001102222222,35.2734371777778,35.1303547111111,0.482840576752824,0.84676708359114,0.425735189602497,0.434797356833147,"2569"
"2620",528.868821666667,0.237187990631371,4.21606506020014,50.7056666666667,5.07702510897582,14.7304565226908,16480.8514444444,11.104814,2.40822767229406,1.17051411111111,2.44639733253866,257.569427601145,5.39607037574567,1.96902144353827,3.41054649287185,23511.9930795191,7.15587124118632,0.748364463196985,24.8805977777778,24.2674948888889,35.4905836666667,35.3203584222222,0.471684769568029,0.761558878676568,0.400730773441397,0.507322949020291,"2620"
"2670",509.545083111111,0.194406117952632,5.14387103930369,49.8197777777778,4.42785075909302,14.4687224985396,12181.3583333333,4.95535633333333,1.37835581680279,0.490887222222222,1.36299349310235,224.666116966527,4.78972785703368,1.52551480545885,3.72493266657792,13789.3619812748,4.22079459600763,0.42046982711628,24.8741462037037,24.2170773703704,35.4365146018519,35.3582454518519,0.352162322988097,0.571449141582084,0.447040991339671,0.504262330995759,"2670"
"2721",453.332699888889,0.101953017493452,9.80843946148261,50.0871111111111,4.45467801862136,14.8934935180866,8944.22255555556,4.39425877777778,0.451100959570298,1.22910855555556,0.760013086489912,144.749505533842,4.63783517506941,1.73240600489089,2.90948960319845,5344.14880409519,6.54257565753023,1.40987206810921,24.8512973333333,24.0075828888889,35.5771578444444,35.4778055777778,0.406440996507489,0.658138069449801,0.316697421224184,0.369854772345936,"2721"
"2771",657.559263888889,0.395102326645466,2.53098990454016,49.3284444444444,5.11955700681713,15.4230866348791,10043.536,2.84376988888889,0.500551942772187,1.05962422222222,1.25152057804813,413.323115378351,5.514866796014,2.27111216915784,3.00571176852505,6374.79043150383,4.01948003409329,0.947180786768922,24.6551222222222,24.111792,35.5555816888889,35.3750062222222,0.406541140494347,0.456141529118979,0.374668616366451,0.500271300746899,"2771"
